"","sample","species","count","perc16s2","species_name","common","sample.y","site","Collection.Date","day","month","year"
"853","21MD0177","HYDCOL",11,2.15686274509804,"Hydrolagus colliei","Spotted_Ratfish","EJ_130","Tatoosh Cut",44299,13,4,2021
"854","21MD0177","GADMAC",26,5.09803921568627,"Gadus macrocephalus","Pacific_Cod","EJ_130","Tatoosh Cut",44299,13,4,2021
"855","21MD0177","OPHELO",38,7.45098039215686,"Ophiodon elongatus","Lingcod","EJ_130","Tatoosh Cut",44299,13,4,2021
"856","21MD0177","ONCKIS",18,3.52941176470588,"Oncorhynchus kisutch","Coho_Salmon","EJ_130","Tatoosh Cut",44299,13,4,2021
"857","21MD0177","BATINT",17,3.33333333333333,"Bathyraja interrupta","Sandpaper_skate","EJ_130","Tatoosh Cut",44299,13,4,2021
"858","21MD0177","HEMSPI",23,4.50980392156863,"Hemilepidotus spinosus","Brown_Irish_Lord","EJ_130","Tatoosh Cut",44299,13,4,2021
"859","21MD0177","ONCTSH",18,3.52941176470588,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_130","Tatoosh Cut",44299,13,4,2021
"860","21MD0177","ALOSAP",359,70.3921568627451,"Alosa sapidissima","American_Shad","EJ_130","Tatoosh Cut",44299,13,4,2021
"861","21MD0178","THECHA",50359,81.1836017475134,"Gadus_chalcogrammus","Walleye_Pollock","EJ_131","Tatoosh Cut",44299,13,4,2021
"862","21MD0178","ONCTSH",11672,18.8163982524867,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_131","Tatoosh Cut",44299,13,4,2021
"863","21MD0179","THECHA",48236,89.5547881623408,"Gadus_chalcogrammus","Walleye_Pollock","EJ_132","Tatoosh Cut",44299,13,4,2021
"864","21MD0179","THAPAC",1710,3.17477999331625,"Thaleichthys pacificus","Eulachon","EJ_132","Tatoosh Cut",44299,13,4,2021
"865","21MD0179","CLUPAL",3916,7.27043184434295,"Clupea pallasii","Pacific_Herring","EJ_132","Tatoosh Cut",44299,13,4,2021
"866","21MD0180","THECHA",3817,64.5745220774827,"Gadus_chalcogrammus","Walleye_Pollock","EJ_133","Tatoosh Cut",44299,13,4,2021
"867","21MD0180","CLUPAL",2094,35.4254779225173,"Clupea pallasii","Pacific_Herring","EJ_133","Tatoosh Cut",44299,13,4,2021
"868","21MD0181","ONCTSH",3,1.03092783505155,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_134","Tatoosh Cut",44299,13,4,2021
"869","21MD0181","SQUACA",51,17.5257731958763,"Squalus acanthias","Spiny_Dogfish","EJ_134","Tatoosh Cut",44299,13,4,2021
"870","21MD0181","ALOSAP",81,27.8350515463918,"Alosa sapidissima","American_Shad","EJ_134","Tatoosh Cut",44299,13,4,2021
"871","21MD0181","SEBAST",33,11.340206185567,"Sebastes sp.","Sebastes sp.","EJ_134","Tatoosh Cut",44299,13,4,2021
"872","21MD0181","HYDCOL",22,7.56013745704467,"Hydrolagus colliei","Spotted_Ratfish","EJ_134","Tatoosh Cut",44299,13,4,2021
"873","21MD0181","SEBALA",18,6.18556701030928,"Sebastolobus alascanus","Shortspine_Thornyhead","EJ_134","Tatoosh Cut",44299,13,4,2021
"874","21MD0181","HEMSPI",12,4.12371134020619,"Hemilepidotus spinosus","Brown_Irish_Lord","EJ_134","Tatoosh Cut",44299,13,4,2021
"875","21MD0181","RAJRHI",28,9.62199312714777,"Raja rhina","Longnose_Skate","EJ_134","Tatoosh Cut",44299,13,4,2021
"876","21MD0181","OPHELO",39,13.4020618556701,"Ophiodon elongatus","Lingcod","EJ_134","Tatoosh Cut",44299,13,4,2021
"877","21MD0181","THECHA",4,1.3745704467354,"Gadus_chalcogrammus","Walleye_Pollock","EJ_134","Tatoosh Cut",44299,13,4,2021
"878","21MD0182","GADMAC",144,2.02503164111939,"Gadus macrocephalus","Pacific_Cod","EJ_135","Tatoosh Cut",44299,13,4,2021
"879","21MD0182","THAPAC",384,5.40008437631838,"Thaleichthys pacificus","Eulachon","EJ_135","Tatoosh Cut",44299,13,4,2021
"880","21MD0182","ALOSAP",502,7.05948530445788,"Alosa sapidissima","American_Shad","EJ_135","Tatoosh Cut",44299,13,4,2021
"881","21MD0182","THECHA",6081,85.5153986781043,"Gadus_chalcogrammus","Walleye_Pollock","EJ_135","Tatoosh Cut",44299,13,4,2021
"882","21MD0183","OPHELO",29,13.8755980861244,"Ophiodon elongatus","Lingcod","EJ_136","Tatoosh Cut",44299,13,4,2021
"883","21MD0183","ALOSAP",105,50.2392344497608,"Alosa sapidissima","American_Shad","EJ_136","Tatoosh Cut",44299,13,4,2021
"884","21MD0183","BATINT",11,5.26315789473684,"Bathyraja interrupta","Sandpaper_skate","EJ_136","Tatoosh Cut",44299,13,4,2021
"885","21MD0183","HEMSPI",15,7.17703349282297,"Hemilepidotus spinosus","Brown_Irish_Lord","EJ_136","Tatoosh Cut",44299,13,4,2021
"886","21MD0183","ONCTSH",7,3.34928229665072,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_136","Tatoosh Cut",44299,13,4,2021
"887","21MD0183","ONCKIS",32,15.311004784689,"Oncorhynchus kisutch","Coho_Salmon","EJ_136","Tatoosh Cut",44299,13,4,2021
"888","21MD0183","LEPHEX",10,4.78468899521531,"Leptasterias hexactis","Six_Rayed_Starfish","EJ_136","Tatoosh Cut",44299,13,4,2021
"889","21MD0184","ALOSAP",428,29.8050139275766,"Alosa sapidissima","American_Shad","EJ_137","Tatoosh Cut",44299,13,4,2021
"890","21MD0184","CLUPAL",595,41.4345403899721,"Clupea pallasii","Pacific_Herring","EJ_137","Tatoosh Cut",44299,13,4,2021
"891","21MD0184","HYDCOL",21,1.46239554317549,"Hydrolagus colliei","Spotted_Ratfish","EJ_137","Tatoosh Cut",44299,13,4,2021
"892","21MD0184","THECHA",96,6.68523676880223,"Gadus_chalcogrammus","Walleye_Pollock","EJ_137","Tatoosh Cut",44299,13,4,2021
"893","21MD0184","SQUACA",109,7.59052924791086,"Squalus acanthias","Spiny_Dogfish","EJ_137","Tatoosh Cut",44299,13,4,2021
"894","21MD0184","ONCKIS",138,9.6100278551532,"Oncorhynchus kisutch","Coho_Salmon","EJ_137","Tatoosh Cut",44299,13,4,2021
"895","21MD0184","ONCTSH",49,3.41225626740947,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_137","Tatoosh Cut",44299,13,4,2021
"896","21MD0185","ONCTSH",21,5.69105691056911,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_138","Tatoosh Cut",44299,13,4,2021
"897","21MD0185","THECHA",35,9.48509485094851,"Gadus_chalcogrammus","Walleye_Pollock","EJ_138","Tatoosh Cut",44299,13,4,2021
"898","21MD0185","LEPHEX",4,1.0840108401084,"Leptasterias hexactis","Six_Rayed_Starfish","EJ_138","Tatoosh Cut",44299,13,4,2021
"899","21MD0185","ALOSAP",179,48.5094850948509,"Alosa sapidissima","American_Shad","EJ_138","Tatoosh Cut",44299,13,4,2021
"900","21MD0185","OPHELO",19,5.14905149051491,"Ophiodon elongatus","Lingcod","EJ_138","Tatoosh Cut",44299,13,4,2021
"901","21MD0185","GADMAC",39,10.5691056910569,"Gadus macrocephalus","Pacific_Cod","EJ_138","Tatoosh Cut",44299,13,4,2021
"902","21MD0185","HYDCOL",19,5.14905149051491,"Hydrolagus colliei","Spotted_Ratfish","EJ_138","Tatoosh Cut",44299,13,4,2021
"903","21MD0185","BATINT",18,4.8780487804878,"Bathyraja interrupta","Sandpaper_skate","EJ_138","Tatoosh Cut",44299,13,4,2021
"904","21MD0185","SQUACA",11,2.9810298102981,"Squalus acanthias","Spiny_Dogfish","EJ_138","Tatoosh Cut",44299,13,4,2021
"905","21MD0185","ONCGOR",24,6.50406504065041,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_138","Tatoosh Cut",44299,13,4,2021
"906","21MD0186","OPHELO",100,8.68055555555556,"Ophiodon elongatus","Lingcod","EJ_139","Tatoosh Cut",44299,13,4,2021
"907","21MD0186","HEMSPI",117,10.15625,"Hemilepidotus spinosus","Brown_Irish_Lord","EJ_139","Tatoosh Cut",44299,13,4,2021
"908","21MD0186","BATINT",42,3.64583333333333,"Bathyraja interrupta","Sandpaper_skate","EJ_139","Tatoosh Cut",44299,13,4,2021
"909","21MD0186","ONCKIS",46,3.99305555555556,"Oncorhynchus kisutch","Coho_Salmon","EJ_139","Tatoosh Cut",44299,13,4,2021
"910","21MD0186","HYDCOL",23,1.99652777777778,"Hydrolagus colliei","Spotted_Ratfish","EJ_139","Tatoosh Cut",44299,13,4,2021
"911","21MD0186","SEBAST",55,4.77430555555556,"Sebastes sp.","Sebastes sp.","EJ_139","Tatoosh Cut",44299,13,4,2021
"912","21MD0186","ALOSAP",726,63.0208333333333,"Alosa sapidissima","American_Shad","EJ_139","Tatoosh Cut",44299,13,4,2021
"913","21MD0186","ENTDOF",43,3.73263888888889,"Enteroctopus dofleini","Giant_Pacific_Octopus","EJ_139","Tatoosh Cut",44299,13,4,2021
"914","21MD0187","GLYZAC",14,4.9645390070922,"Glyptocephalus zachirus","Rex_sole","EJ_140","Tatoosh Cut",44299,13,4,2021
"915","21MD0187","ALOSAP",146,51.7730496453901,"Alosa sapidissima","American_Shad","EJ_140","Tatoosh Cut",44299,13,4,2021
"916","21MD0187","BATINT",15,5.31914893617021,"Bathyraja interrupta","Sandpaper_skate","EJ_140","Tatoosh Cut",44299,13,4,2021
"917","21MD0187","HYDCOL",6,2.12765957446809,"Hydrolagus colliei","Spotted_Ratfish","EJ_140","Tatoosh Cut",44299,13,4,2021
"918","21MD0187","CLUPAL",20,7.09219858156028,"Clupea pallasii","Pacific_Herring","EJ_140","Tatoosh Cut",44299,13,4,2021
"919","21MD0187","ONCTSH",28,9.9290780141844,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_140","Tatoosh Cut",44299,13,4,2021
"920","21MD0187","OPHELO",19,6.73758865248227,"Ophiodon elongatus","Lingcod","EJ_140","Tatoosh Cut",44299,13,4,2021
"921","21MD0187","THECHA",34,12.0567375886525,"Gadus_chalcogrammus","Walleye_Pollock","EJ_140","Tatoosh Cut",44299,13,4,2021
"922","21MD0188","THECHA",1322,70.6951871657754,"Gadus_chalcogrammus","Walleye_Pollock","EJ_141","Tatoosh Cut",44299,13,4,2021
"923","21MD0188","ONCKIS",22,1.17647058823529,"Oncorhynchus kisutch","Coho_Salmon","EJ_141","Tatoosh Cut",44299,13,4,2021
"924","21MD0188","HEMSPI",55,2.94117647058824,"Hemilepidotus spinosus","Brown_Irish_Lord","EJ_141","Tatoosh Cut",44299,13,4,2021
"925","21MD0188","ALOSAP",471,25.1871657754011,"Alosa sapidissima","American_Shad","EJ_141","Tatoosh Cut",44299,13,4,2021
"926","21MD0189","BATINT",6,1.08695652173913,"Bathyraja interrupta","Sandpaper_skate","EJ_142","Tatoosh Cut",44299,13,4,2021
"927","21MD0189","SEBAST",35,6.34057971014493,"Sebastes sp.","Sebastes sp.","EJ_142","Tatoosh Cut",44299,13,4,2021
"928","21MD0189","OPHELO",22,3.98550724637681,"Ophiodon elongatus","Lingcod","EJ_142","Tatoosh Cut",44299,13,4,2021
"929","21MD0189","ONCKIS",34,6.15942028985507,"Oncorhynchus kisutch","Coho_Salmon","EJ_142","Tatoosh Cut",44299,13,4,2021
"930","21MD0189","RAJRHI",9,1.6304347826087,"Raja rhina","Longnose_Skate","EJ_142","Tatoosh Cut",44299,13,4,2021
"931","21MD0189","ALOSAP",389,70.4710144927536,"Alosa sapidissima","American_Shad","EJ_142","Tatoosh Cut",44299,13,4,2021
"932","21MD0189","GADMAC",14,2.53623188405797,"Gadus macrocephalus","Pacific_Cod","EJ_142","Tatoosh Cut",44299,13,4,2021
"933","21MD0189","HEMSPI",14,2.53623188405797,"Hemilepidotus spinosus","Brown_Irish_Lord","EJ_142","Tatoosh Cut",44299,13,4,2021
"934","21MD0189","HYDCOL",29,5.2536231884058,"Hydrolagus colliei","Spotted_Ratfish","EJ_142","Tatoosh Cut",44299,13,4,2021
"935","21MD0190","SQUACA",819,28.1636863823934,"Squalus acanthias","Spiny_Dogfish","EJ_143","Tatoosh Cut",44299,13,4,2021
"936","21MD0190","GADMAC",138,4.7455295735901,"Gadus macrocephalus","Pacific_Cod","EJ_143","Tatoosh Cut",44299,13,4,2021
"937","21MD0190","PARVET",216,7.42778541953232,"Parophrys vetulus","English_Sole","EJ_143","Tatoosh Cut",44299,13,4,2021
"938","21MD0190","ONCMYK",56,1.92572214580468,"Oncorhynchus mykiss","Steelhead","EJ_143","Tatoosh Cut",44299,13,4,2021
"939","21MD0190","THECHA",162,5.57083906464924,"Gadus_chalcogrammus","Walleye_Pollock","EJ_143","Tatoosh Cut",44299,13,4,2021
"940","21MD0190","SCOMAR",190,6.53370013755158,"Scorpaenichthys marmoratus","Cabezon","EJ_143","Tatoosh Cut",44299,13,4,2021
"941","21MD0190","CITSOR",83,2.85419532324622,"Citharichthys xanthostigma","Pacific_sanddab","EJ_143","Tatoosh Cut",44299,13,4,2021
"942","21MD0190","RAJBIN",178,6.12104539202201,"Raja binoculata","Big_Skate","EJ_143","Tatoosh Cut",44299,13,4,2021
"943","21MD0190","MERPRO",284,9.76616231086657,"Merluccius productus","Pacific_Hake","EJ_143","Tatoosh Cut",44299,13,4,2021
"944","21MD0190","ONCGOR",30,1.03163686382393,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_143","Tatoosh Cut",44299,13,4,2021
"945","21MD0190","ANOFIM",257,8.83768913342504,"Anoplopoma fimbria","Sablefish","EJ_143","Tatoosh Cut",44299,13,4,2021
"946","21MD0190","CLUPAL",495,17.0220082530949,"Clupea pallasii","Pacific_Herring","EJ_143","Tatoosh Cut",44299,13,4,2021
"947","21MD0191","THECHA",300,16.8350168350168,"Gadus_chalcogrammus","Walleye_Pollock","EJ_144","Tatoosh Cut",44299,13,4,2021
"948","21MD0191","ALOSAP",1258,70.5948372615039,"Alosa sapidissima","American_Shad","EJ_144","Tatoosh Cut",44299,13,4,2021
"949","21MD0191","MERPRO",32,1.79573512906846,"Merluccius productus","Pacific_Hake","EJ_144","Tatoosh Cut",44299,13,4,2021
"950","21MD0191","SCOMAR",22,1.23456790123457,"Scorpaenichthys marmoratus","Cabezon","EJ_144","Tatoosh Cut",44299,13,4,2021
"951","21MD0191","ANOFIM",63,3.53535353535354,"Anoplopoma fimbria","Sablefish","EJ_144","Tatoosh Cut",44299,13,4,2021
"952","21MD0191","SQUACA",46,2.58136924803591,"Squalus acanthias","Spiny_Dogfish","EJ_144","Tatoosh Cut",44299,13,4,2021
"953","21MD0191","PARVET",23,1.29068462401796,"Parophrys vetulus","English_Sole","EJ_144","Tatoosh Cut",44299,13,4,2021
"954","21MD0191","CLUPAL",38,2.1324354657688,"Clupea pallasii","Pacific_Herring","EJ_144","Tatoosh Cut",44299,13,4,2021
"955","21MD0192","MERPRO",42,7.73480662983425,"Merluccius productus","Pacific_Hake","EJ_145","Tatoosh Cut",44299,13,4,2021
"956","21MD0192","CLUPAL",103,18.9686924493554,"Clupea pallasii","Pacific_Herring","EJ_145","Tatoosh Cut",44299,13,4,2021
"957","21MD0192","ENTDOF",17,3.13075506445672,"Enteroctopus dofleini","Giant_Pacific_Octopus","EJ_145","Tatoosh Cut",44299,13,4,2021
"958","21MD0192","RAJBIN",119,21.9152854511971,"Raja binoculata","Big_Skate","EJ_145","Tatoosh Cut",44299,13,4,2021
"959","21MD0192","THECHA",50,9.20810313075506,"Gadus_chalcogrammus","Walleye_Pollock","EJ_145","Tatoosh Cut",44299,13,4,2021
"960","21MD0192","CITSOR",26,4.78821362799263,"Citharichthys xanthostigma","Pacific_sanddab","EJ_145","Tatoosh Cut",44299,13,4,2021
"961","21MD0192","THAPAC",14,2.57826887661142,"Thaleichthys pacificus","Eulachon","EJ_145","Tatoosh Cut",44299,13,4,2021
"962","21MD0192","SCOMAR",22,4.05156537753223,"Scorpaenichthys marmoratus","Cabezon","EJ_145","Tatoosh Cut",44299,13,4,2021
"963","21MD0192","SQUACA",75,13.8121546961326,"Squalus acanthias","Spiny_Dogfish","EJ_145","Tatoosh Cut",44299,13,4,2021
"964","21MD0192","ATHSTO",13,2.39410681399632,"Atheresthes stomias","Arrowtooth_Flounder","EJ_145","Tatoosh Cut",44299,13,4,2021
"965","21MD0192","ANOFIM",14,2.57826887661142,"Anoplopoma fimbria","Sablefish","EJ_145","Tatoosh Cut",44299,13,4,2021
"966","21MD0192","PARVET",48,8.83977900552486,"Parophrys vetulus","English_Sole","EJ_145","Tatoosh Cut",44299,13,4,2021
"967","21MD0193","ANOFIM",38,1.93877551020408,"Anoplopoma fimbria","Sablefish","EJ_146","Tatoosh Cut",44299,13,4,2021
"968","21MD0193","ATHSTO",58,2.95918367346939,"Atheresthes stomias","Arrowtooth_Flounder","EJ_146","Tatoosh Cut",44299,13,4,2021
"969","21MD0193","LEPARM",30,1.53061224489796,"Leptocottus armatus","Pacific_Staghorn_Sculpin","EJ_146","Tatoosh Cut",44299,13,4,2021
"970","21MD0193","SQUACA",229,11.6836734693878,"Squalus acanthias","Spiny_Dogfish","EJ_146","Tatoosh Cut",44299,13,4,2021
"971","21MD0193","PARVET",339,17.2959183673469,"Parophrys vetulus","English_Sole","EJ_146","Tatoosh Cut",44299,13,4,2021
"972","21MD0193","ONCMYK",83,4.23469387755102,"Oncorhynchus mykiss","Steelhead","EJ_146","Tatoosh Cut",44299,13,4,2021
"973","21MD0193","MERPRO",56,2.85714285714286,"Merluccius productus","Pacific_Hake","EJ_146","Tatoosh Cut",44299,13,4,2021
"974","21MD0193","CITSOR",86,4.38775510204082,"Citharichthys xanthostigma","Pacific_sanddab","EJ_146","Tatoosh Cut",44299,13,4,2021
"975","21MD0193","SCOMAR",40,2.04081632653061,"Scorpaenichthys marmoratus","Cabezon","EJ_146","Tatoosh Cut",44299,13,4,2021
"976","21MD0193","THAPAC",34,1.73469387755102,"Thaleichthys pacificus","Eulachon","EJ_146","Tatoosh Cut",44299,13,4,2021
"977","21MD0193","CLUPAL",370,18.8775510204082,"Clupea pallasii","Pacific_Herring","EJ_146","Tatoosh Cut",44299,13,4,2021
"978","21MD0193","RAJBIN",597,30.4591836734694,"Raja binoculata","Big_Skate","EJ_146","Tatoosh Cut",44299,13,4,2021
"979","21MD0194","THECHA",11646,30.1257178333075,"Gadus_chalcogrammus","Walleye_Pollock","EJ_147","Tatoosh Cut",44299,13,4,2021
"980","21MD0194","ALOSAP",1746,4.51652956697191,"Alosa sapidissima","American_Shad","EJ_147","Tatoosh Cut",44299,13,4,2021
"981","21MD0194","CLUPAL",12943,33.4807801748668,"Clupea pallasii","Pacific_Herring","EJ_147","Tatoosh Cut",44299,13,4,2021
"982","21MD0194","SQUACA",12323,31.8769724248538,"Squalus acanthias","Spiny_Dogfish","EJ_147","Tatoosh Cut",44299,13,4,2021
"983","21MD0195","ANOFIM",417,5.49407114624506,"Anoplopoma fimbria","Sablefish","EJ_148","Tatoosh Cut",44299,13,4,2021
"984","21MD0195","SQUACA",1437,18.9328063241107,"Squalus acanthias","Spiny_Dogfish","EJ_148","Tatoosh Cut",44299,13,4,2021
"985","21MD0195","GADMAC",82,1.08036890645586,"Gadus macrocephalus","Pacific_Cod","EJ_148","Tatoosh Cut",44299,13,4,2021
"986","21MD0195","RAJBIN",2639,34.7694334650856,"Raja binoculata","Big_Skate","EJ_148","Tatoosh Cut",44299,13,4,2021
"987","21MD0195","CITSOR",203,2.67457180500659,"Citharichthys xanthostigma","Pacific_sanddab","EJ_148","Tatoosh Cut",44299,13,4,2021
"988","21MD0195","PARVET",670,8.82740447957839,"Parophrys vetulus","English_Sole","EJ_148","Tatoosh Cut",44299,13,4,2021
"989","21MD0195","MERPRO",332,4.37417654808959,"Merluccius productus","Pacific_Hake","EJ_148","Tatoosh Cut",44299,13,4,2021
"990","21MD0195","CLUPAL",1471,19.3807641633729,"Clupea pallasii","Pacific_Herring","EJ_148","Tatoosh Cut",44299,13,4,2021
"991","21MD0195","ALOSAP",79,1.04084321475626,"Alosa sapidissima","American_Shad","EJ_148","Tatoosh Cut",44299,13,4,2021
"992","21MD0195","MICPAC",170,2.23978919631094,"Microstomus pacificus","Dover_Sole","EJ_148","Tatoosh Cut",44299,13,4,2021
"993","21MD0195","ONCMYK",90,1.18577075098814,"Oncorhynchus mykiss","Steelhead","EJ_148","Tatoosh Cut",44299,13,4,2021
"994","21MD0197","CLUPAL",28,10.4089219330855,"Clupea pallasii","Pacific_Herring","PV_043","Tatoosh Pv Haulout",44265,10,3,2021
"995","21MD0197","HEXDEC",93,34.5724907063197,"Hexagrammos decagrammus","Kelp_Greenling","PV_043","Tatoosh Pv Haulout",44265,10,3,2021
"996","21MD0197","SEBELO",46,17.1003717472119,"Sebastes elongatus","Green_Striped_Rockfish","PV_043","Tatoosh Pv Haulout",44265,10,3,2021
"997","21MD0197","MERPRO",32,11.8959107806691,"Merluccius productus","Pacific_Hake","PV_043","Tatoosh Pv Haulout",44265,10,3,2021
"998","21MD0197","SCOMAR",32,11.8959107806691,"Scorpaenichthys marmoratus","Cabezon","PV_043","Tatoosh Pv Haulout",44265,10,3,2021
"999","21MD0197","RAJBIN",38,14.1263940520446,"Raja binoculata","Big_Skate","PV_043","Tatoosh Pv Haulout",44265,10,3,2021
"1000","21MD0198","THECHA",2566,53.7832739467617,"Gadus_chalcogrammus","Walleye_Pollock","PV_044","Tatoosh Pv Haulout",44265,10,3,2021
"1001","21MD0198","RAJBIN",250,5.23999161601341,"Raja binoculata","Big_Skate","PV_044","Tatoosh Pv Haulout",44265,10,3,2021
"1002","21MD0198","OPHELO",1683,35.2756235590023,"Ophiodon elongatus","Lingcod","PV_044","Tatoosh Pv Haulout",44265,10,3,2021
"1003","21MD0198","PARVET",134,2.80863550618319,"Parophrys vetulus","English_Sole","PV_044","Tatoosh Pv Haulout",44265,10,3,2021
"1004","21MD0198","HEMHEM",138,2.8924753720394,"Hemilepidotus hemilepidotus","Red_Irish_Lord","PV_044","Tatoosh Pv Haulout",44265,10,3,2021
"1005","21MD0199","RAJBIN",74,1.488035391112,"Raja binoculata","Big_Skate","PV_045","Tatoosh Pv Haulout",44265,10,3,2021
"1006","21MD0199","MICPAC",2744,55.1779609893424,"Microstomus pacificus","Dover_Sole","PV_045","Tatoosh Pv Haulout",44265,10,3,2021
"1007","21MD0199","CLUPAL",2155,43.3340036195455,"Clupea pallasii","Pacific_Herring","PV_045","Tatoosh Pv Haulout",44265,10,3,2021
"1008","21MD0200","OPHELO",156985,98.6973223435624,"Ophiodon elongatus","Lingcod","PV_046","Tatoosh Pv Haulout",44265,10,3,2021
"1009","21MD0200","RHAVAC",2072,1.30267765643763,"Rhacochilus vacca","Pile_Surfperch","PV_046","Tatoosh Pv Haulout",44265,10,3,2021
"1010","21MD0201","RAJBIN",46,2.58426966292135,"Raja binoculata","Big_Skate","PV_047","Tatoosh Pv Haulout",44265,10,3,2021
"1011","21MD0201","MICPAC",1622,91.123595505618,"Microstomus pacificus","Dover_Sole","PV_047","Tatoosh Pv Haulout",44265,10,3,2021
"1012","21MD0201","THAPAC",20,1.12359550561798,"Thaleichthys pacificus","Eulachon","PV_047","Tatoosh Pv Haulout",44265,10,3,2021
"1013","21MD0201","PARVET",20,1.12359550561798,"Parophrys vetulus","English_Sole","PV_047","Tatoosh Pv Haulout",44265,10,3,2021
"1014","21MD0201","MERPRO",26,1.46067415730337,"Merluccius productus","Pacific_Hake","PV_047","Tatoosh Pv Haulout",44265,10,3,2021
"1015","21MD0201","CLUPAL",46,2.58426966292135,"Clupea pallasii","Pacific_Herring","PV_047","Tatoosh Pv Haulout",44265,10,3,2021
"1016","21MD0202","ANOFIM",301,5.2686854542272,"Anoplopoma fimbria","Sablefish","PV_048","Waadah Island ",44271,16,3,2021
"1017","21MD0202","CITSOR",117,2.04796079117802,"Citharichthys xanthostigma","Pacific_sanddab","PV_048","Waadah Island ",44271,16,3,2021
"1018","21MD0202","SQUACA",635,11.1150008751969,"Squalus acanthias","Spiny_Dogfish","PV_048","Waadah Island ",44271,16,3,2021
"1019","21MD0202","PARVET",310,5.42622089970243,"Parophrys vetulus","English_Sole","PV_048","Waadah Island ",44271,16,3,2021
"1020","21MD0202","CLUPAL",1273,22.2825135655523,"Clupea pallasii","Pacific_Herring","PV_048","Waadah Island ",44271,16,3,2021
"1021","21MD0202","RAJBIN",2126,37.213373008927,"Raja binoculata","Big_Skate","PV_048","Waadah Island ",44271,16,3,2021
"1022","21MD0202","ALOSAP",261,4.56852791878173,"Alosa sapidissima","American_Shad","PV_048","Waadah Island ",44271,16,3,2021
"1023","21MD0202","MERPRO",224,3.92088219849466,"Merluccius productus","Pacific_Hake","PV_048","Waadah Island ",44271,16,3,2021
"1024","21MD0202","THECHA",249,4.35848065814808,"Gadus_chalcogrammus","Walleye_Pollock","PV_048","Waadah Island ",44271,16,3,2021
"1025","21MD0202","ONCMYK",64,1.12025205671276,"Oncorhynchus mykiss","Steelhead","PV_048","Waadah Island ",44271,16,3,2021
"1026","21MD0202","GADMAC",87,1.52284263959391,"Gadus macrocephalus","Pacific_Cod","PV_048","Waadah Island ",44271,16,3,2021
"1027","21MD0202","SCOMAR",66,1.15525993348503,"Scorpaenichthys marmoratus","Cabezon","PV_048","Waadah Island ",44271,16,3,2021
"1028","21MD0203","MICPAC",47302,75.9993573264781,"Microstomus pacificus","Dover_Sole","PV_049","Waadah Island ",44271,16,3,2021
"1029","21MD0203","OPHELO",14938,24.0006426735219,"Ophiodon elongatus","Lingcod","PV_049","Waadah Island ",44271,16,3,2021
"1030","21MD0204","GADMAC",64,41.025641025641,"Gadus macrocephalus","Pacific_Cod","PV_050","Waadah Island ",44271,16,3,2021
"1031","21MD0204","ONCMYK",9,5.76923076923077,"Oncorhynchus mykiss","Steelhead","PV_050","Waadah Island ",44271,16,3,2021
"1032","21MD0204","ATHSTO",11,7.05128205128205,"Atheresthes stomias","Arrowtooth_Flounder","PV_050","Waadah Island ",44271,16,3,2021
"1033","21MD0204","PARVET",12,7.69230769230769,"Parophrys vetulus","English_Sole","PV_050","Waadah Island ",44271,16,3,2021
"1034","21MD0204","RAJBIN",28,17.9487179487179,"Raja binoculata","Big_Skate","PV_050","Waadah Island ",44271,16,3,2021
"1035","21MD0204","MERPRO",26,16.6666666666667,"Merluccius productus","Pacific_Hake","PV_050","Waadah Island ",44271,16,3,2021
"1036","21MD0204","ANOFIM",6,3.84615384615385,"Anoplopoma fimbria","Sablefish","PV_050","Waadah Island ",44271,16,3,2021
"1037","21MD0205","THECHA",56,3.69881109643329,"Gadus_chalcogrammus","Walleye_Pollock","PV_051","Waadah Island ",44271,16,3,2021
"1038","21MD0205","THAPAC",22,1.45310435931308,"Thaleichthys pacificus","Eulachon","PV_051","Waadah Island ",44271,16,3,2021
"1039","21MD0205","ANOFIM",378,24.9669749009247,"Anoplopoma fimbria","Sablefish","PV_051","Waadah Island ",44271,16,3,2021
"1040","21MD0205","PARVET",40,2.64200792602378,"Parophrys vetulus","English_Sole","PV_051","Waadah Island ",44271,16,3,2021
"1041","21MD0205","RAJBIN",257,16.9749009247028,"Raja binoculata","Big_Skate","PV_051","Waadah Island ",44271,16,3,2021
"1042","21MD0205","LEPARM",20,1.32100396301189,"Leptocottus armatus","Pacific_Staghorn_Sculpin","PV_051","Waadah Island ",44271,16,3,2021
"1043","21MD0205","CLUPAL",623,41.1492734478203,"Clupea pallasii","Pacific_Herring","PV_051","Waadah Island ",44271,16,3,2021
"1044","21MD0205","MERPRO",118,7.79392338177015,"Merluccius productus","Pacific_Hake","PV_051","Waadah Island ",44271,16,3,2021
"1045","21MD0206","HEMHEM",4050,13.6148183010051,"Hemilepidotus hemilepidotus","Red_Irish_Lord","PV_052","Waadah Island ",44271,16,3,2021
